grd_id,n_users,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,car_tt_diff,pt_tt_diff,car_tt_diff_grd,pt_tt_diff_grd,popu,region,city
1kmN6851E0307,1,5.895873984086264,7.794108038526116,5.904381089942573,7.477943025635778,0.0,0.3161650128903384,-0.008507105856309316,0.3161650128903384,18,North Western Pirkanm,Ylöjärvi
1kmN6851E0327,1,5.803763977294022,5.803763977294022,5.803763977294022,5.803763977294022,0.0,0.0,0.0,0.0,4,Upper Pirkanmaa,Ylöjärvi
1kmN6851E0334,1,,,,,,,,,9,Tampere,Tampere
1kmN6851E0336,1,49.0,,49.0,,0.0,,0.0,,9,Tampere,Tampere
1kmN6851E0341,2,5.847162991107342,5.887103768106414,,,,,,,9,Tampere,Tampere
1kmN6851E0388,1,,,,,,,,,7,Upper Pirkanmaa,Jämsä
1kmN6851E0389,1,,,5.757232623807894,5.757232623807894,,,,,4,Upper Pirkanmaa,Jämsä
1kmN6851E0403,1,15.0,8.0,,,,,,,2,Jämsä,Jämsä
1kmN6851E0431,1,14.705616547871756,28.293479714892214,14.41123309574351,27.586959429784425,0.2943834521282458,0.7065202851077892,0.2943834521282458,0.7065202851077892,24,South Eastern Middle,Luhanka
1kmN6851E0432,1,,,,,,,,,2,South Eastern Middle,Luhanka
1kmN6851E0433,1,,,,,,,,,5,South Eastern Middle,Luhanka
1kmN6851E0466,1,,,,,,,,,2,South Eastern Middle,Joutsa
1kmN6851E0560,1,,,,,,,,,4,Juva,Sulkava
1kmN6851E0571,1,,,,,,,,,383,Juva,Sulkava
1kmN6851E0572,2,,,13.360893939093245,57.9580950425144,,,,,309,Juva,Sulkava
1kmN6851E0573,1,92.06829864894448,,7.179838602224645,12.629435107786257,84.88846004671983,,84.88846004671983,,20,Juva,Sulkava
1kmN6851E0612,1,,,,,,,,,4,Savonlinna,Savonlinna
1kmN6851E0619,1,,,,,,,,,8,Savonlinna,Savonlinna
1kmN6851E0620,1,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,25,Savonlinna,Savonlinna
1kmN6851E0621,1,,,,,,,,,26,Savonlinna,Savonlinna
1kmN6851E0626,1,,,,,,,,,6,Savonlinna,Savonlinna
1kmN6852E0233,1,,,,,,,,,7,Pori,Pomarkku
1kmN6852E0288,1,7.8427846510919075,9.0,7.8427846510919075,9.0,0.0,0.0,0.0,0.0,10,North Western Pirkanm,Ikaalinen
1kmN6852E0289,2,,,,,,,,,6,North Western Pirkanm,Ikaalinen
1kmN6852E0294,1,,,,,,,,,67,North Western Pirkanm,Ikaalinen
1kmN6852E0296,1,8.5,14.0,8.5,14.0,0.0,0.0,0.0,0.0,1,North Western Pirkanm,Ikaalinen
1kmN6852E0303,1,,,,,,,,,4,North Western Pirkanm,Ikaalinen
1kmN6852E0365,1,,,,,,,,,30,Upper Pirkanmaa,Juupajoki
1kmN6852E0366,1,,,,,,,,,15,Upper Pirkanmaa,Juupajoki
1kmN6852E0431,2,5205.870772399062,8186.058486926075,7.736845340942489,12.165931740189912,5198.133927058119,8173.892555185885,5198.133927058119,8173.892555185885,88,South Eastern Middle,Luhanka
1kmN6852E0441,1,,,,,,,,,1,South Eastern Middle,Joutsa
1kmN6852E0455,1,,,,,,,,,6,South Eastern Middle,Joutsa
1kmN6852E0456,1,20.23244639192297,5.787960218606626,,,,,,,2,South Eastern Middle,Joutsa
1kmN6852E0516,1,,,,,,,,,78,Mikkeli,Mikkeli
1kmN6852E0537,1,,,,,,,,,11,Juva,Juva
1kmN6852E0593,1,,,,,,,,,2,Savonlinna,Savonlinna
1kmN6852E0606,1,,,,,,,,,10,Savonlinna,Savonlinna
1kmN6852E0620,1,26.23782057927581,42.421930730486025,25.709637990504536,41.66873714260284,0.5281825887712728,0.7531935878831817,0.5281825887712728,0.7531935878831817,16,Savonlinna,Savonlinna
1kmN6852E0621,2,5.735030322274852,5.735030322274852,5.681167884419061,5.681167884419061,0.053862437855791256,0.053862437855791256,0.053862437855791256,0.053862437855791256,8,Savonlinna,Savonlinna
1kmN6852E0622,1,47.876789496081564,64.0,47.876789496081564,64.0,0.0,0.0,0.0,0.0,1,Savonlinna,Savonlinna
1kmN6852E0628,2,16.0,30.0,11.0,30.0,5.0,0.0,5.0,0.0,8,Savonlinna,Savonlinna
1kmN6853E0232,1,20.25657138320844,2136.286065803,12.0,100.55945458653582,8.256571383208438,2035.726611216464,8.256571383208438,2035.726611216464,2,Pori,Pomarkku
1kmN6853E0233,1,52.67870787533186,86.69434885648762,62.68604219052065,103.16360877640952,-10.007334315188793,-16.469259919921896,-10.007334315188793,-16.469259919921896,2,Pori,Pomarkku
1kmN6853E0259,1,,,,,,,,,4,Northern Satakunta,Kankaanpää
1kmN6853E0290,2,5.809819884645931,5.809819884645931,5.824706684862268,5.824706684862268,0.0,0.0,-0.01488680021633737,-0.01488680021633737,4,North Western Pirkanm,Ikaalinen
