home_gid9,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,user_id,home_grd_id,inc_quar,name,NAME_3,stay_gid9,poi_count,log_poi,pt_tt_diff,log_pt_diff,perc_pt_diff,poi_deciles
89088843287ffff,7.0,15.0,7.0,15.0,1,1kmN6835E0233,Q3,Pori,Pori,89088843287ffff,0.0,0.0,0.0,0.0,0.0,"(-0.001, 1.386]"
89088843633ffff,14.72966826293328,49.08386171929836,13.5,19.0,1,1kmN6835E0232,Q3,Pori,Pori,89088843633ffff,0.0,0.0,30.083861719298362,0.917966561273305,1.5833611431209664,"(-0.001, 1.386]"
89088843637ffff,29.663968202498292,54.82934074522027,19.516573810963656,24.769661249136536,1,1kmN6835E0232,Q3,Pori,Pori,89088843637ffff,1.0,0.6931471805599453,30.059679496083735,0.7731016715849148,1.2135684535101023,"(-0.001, 1.386]"
890888436b7ffff,107.30911326733111,38.53043740463365,26.0,19.0,1,1kmN6835E0231,Q3,Pori,Pori,890888436b7ffff,1.0,0.6931471805599453,19.530437404633652,0.6813386688245173,1.0279177581386132,"(-0.001, 1.386]"
89088850acbffff,9.592176882168932,11.539088232573981,7.3679417009257815,11.539088232573981,4,1kmN6841E0227,Q3,Pori,Pori,89088850acbffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
89088850e4fffff,34.22887914136081,28.728759152573065,6.8199598383593285,22.85227770775941,3,1kmN6840E0226,Q3,Pori,Pori,89088850e4fffff,6.0,1.9459101490553132,5.876481444813656,0.22023518477519977,0.25715079783133904,"(1.386, 1.946]"
89088850e87ffff,17.34886238770093,125.0,13.822222015972947,55.05324485397364,2,1kmN6842E0225,Q3,Pori,Pori,89088850e87ffff,3.0,1.3862943611198906,69.94675514602636,0.8099798669774394,1.270529200078163,"(-0.001, 1.386]"
8908885104bffff,52.67870787533186,86.69434885648762,62.68604219052065,103.16360877640952,1,1kmN6832E0224,Q4,Pori,Pori,8908885104bffff,2.0,1.0986122886681098,16.469259919921896,0.17210536424124623,0.15964214624961753,"(-0.001, 1.386]"
890888511abffff,22.5260652758368,180.0,13.5,91.0,1,1kmN6836E0225,Q4,Pori,Pori,890888511abffff,4.0,1.6094379124341003,89.0,0.6767084542167856,0.978021978021978,"(1.386, 1.946]"
8908885120bffff,14.985068259714364,64.75,10.48796377998636,44.13620654432579,2,1kmN6831E0225,Q4,Pori,Pori,8908885120bffff,3.0,1.3862943611198906,20.613793455674212,0.3761749407646193,0.46704950582855087,"(-0.001, 1.386]"
89088851243ffff,13.732220615420616,56.03287959906161,13.0,54.0,1,1kmN6830E0225,Q4,Pori,Pori,89088851243ffff,3.0,1.3862943611198906,2.0328795990616086,0.036294751367936584,0.0376459185011409,"(-0.001, 1.386]"
89088851253ffff,14.097894131825232,47.42209138660325,11.0,30.760687315909284,3,1kmN6830E0225,Q4,Pori,Pori,89088851253ffff,2.0,1.0986122886681098,16.661404070693965,0.42172686612205057,0.5416460269428623,"(-0.001, 1.386]"
89088851257ffff,23.5,180.0,8.650157897476543,35.544010499209975,1,1kmN6831E0225,Q4,Pori,Pori,89088851257ffff,2.0,1.0986122886681098,144.45598950079003,1.5999797299290721,4.064144351521638,"(-0.001, 1.386]"
8908885125bffff,9.412697820646624,33.91269782064662,7.8292850726818735,12.761897804917094,1,1kmN6830E0225,Q4,Pori,Pori,8908885125bffff,3.0,1.3862943611198906,21.150800015729526,0.9309468525753513,1.6573397106800394,"(-0.001, 1.386]"
8908885126bffff,31.00434137480446,11.0,23.0,11.0,1,1kmN6831E0226,Q4,Pori,Pori,8908885126bffff,3.0,1.3862943611198906,0.0,0.0,0.0,"(-0.001, 1.386]"
8908885127bffff,16.368202109917945,145.2619601779187,11.5,57.0,1,1kmN6831E0225,Q4,Pori,Pori,8908885127bffff,3.0,1.3862943611198906,88.2619601779187,0.9249562512161429,1.5484554417178718,"(-0.001, 1.386]"
89088851403ffff,28.11161985497787,103.25412009641327,9.411234357432669,28.91123435743267,1,1kmN6833E0222,Q1,Pori,Pori,89088851403ffff,1.0,0.6931471805599453,74.34288573898061,1.2485972403612515,2.5714185987312614,"(-0.001, 1.386]"
8908885146fffff,7.556557903600991,24.80655790360099,6.556557903600991,12.056557903600991,2,1kmN6833E0223,Q4,Pori,Pori,8908885146fffff,1.0,0.6931471805599453,12.749999999999998,0.681338113042969,1.0575157604635974,"(-0.001, 1.386]"
89088851653ffff,7.666666666666667,40.08790139431786,8.0,12.0,1,1kmN6830E0223,Q4,Pori,Pori,89088851653ffff,4.0,1.6094379124341003,28.08790139431786,1.1507643507373735,2.3406584495264884,"(1.386, 1.946]"
890888516c3ffff,19.880923308134488,77.71387685731096,21.58998917723995,84.39455925994119,1,1kmN6830E0222,Q1,Pori,Pori,890888516c3ffff,3.0,1.3862943611198906,6.680682402630225,0.08146292397117083,0.07916010772748101,"(-0.001, 1.386]"
890888516cbffff,30.35463672895851,11.306122644061622,5.533877249431219,11.306122644061622,1,1kmN6830E0222,Q1,Pori,Pori,890888516cbffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
89088851b83ffff,27.465460236972067,10.5,13.8963807109162,10.5,2,1kmN6838E0229,Q3,Pori,Pori,89088851b83ffff,5.0,1.791759469228055,0.0,0.0,0.0,"(1.386, 1.946]"
89088851b97ffff,5.756025651573342,6.0,5.756025651573342,6.0,1,1kmN6838E0229,Q3,Pori,Pori,89088851b97ffff,3.0,1.3862943611198906,0.0,0.0,0.0,"(-0.001, 1.386]"
89088851d33ffff,11.0,37.0,10.96011881067979,36.57460064725109,1,1kmN6840E0227,Q3,Pori,Pori,89088851d33ffff,11.0,2.4849066497880004,0.4253993527489115,0.011257852294163762,0.011631004719688828,"(2.398, 2.639]"
89088851d3bffff,36.10579053151007,128.73835434904495,13.390358953411411,66.16225007298675,2,1kmN6840E0227,Q3,Pori,Pori,89088851d3bffff,9.0,2.302585092994046,62.5761042760582,0.6584084286630647,0.9457977049907992,"(1.946, 2.398]"
89088851d7bffff,14.484419523731564,31.770397794886332,5.675982727904788,5.675982727904788,1,1kmN6839E0227,Q3,Pori,Pori,89088851d7bffff,7.0,2.0794415416798357,26.094415066981544,1.5910091830286326,4.5973387020178516,"(1.946, 2.398]"
89088851dabffff,14.071629683555004,16.625,8.43289709594536,13.75,2,1kmN6840E0226,Q3,Pori,Pori,89088851dabffff,5.0,1.791759469228055,2.875,0.17807526591250333,0.20909090909090908,"(1.386, 1.946]"
8908885236fffff,7.843281382341311,5.88569591239507,6.581170931344228,5.922191691482428,2,1kmN6840E0221,Q4,Pori,Pori,8908885236fffff,0.0,0.0,0.03649577908735857,0.005286234233888409,0.006162546062102059,"(-0.001, 1.386]"
89088852423ffff,5.6704018015502475,5.6704018015502475,5.6704018015502475,5.6704018015502475,1,1kmN6841E0216,Q1,Pori,Pori,89088852423ffff,1.0,0.6931471805599453,0.0,0.0,0.0,"(-0.001, 1.386]"
890888550cbffff,22.928131631372096,48.91371922755589,14.25,34.26844793907826,4,1kmN6847E0230,Q1,Pori,Pori,890888550cbffff,0.0,0.0,14.64527128847763,0.34730716123980354,0.42736896968645016,"(-0.001, 1.386]"
8908885a043ffff,14.719176491227095,52.0,14.0,45.0,3,1kmN6827E0225,Q2,Pori,Pori,8908885a043ffff,8.0,2.1972245773362196,7.0,0.1416505170630269,0.15555555555555556,"(1.946, 2.398]"
8908885a053ffff,22.0,118.0,22.0,118.0,1,1kmN6827E0225,Q2,Pori,Pori,8908885a053ffff,9.0,2.302585092994046,0.0,0.0,0.0,"(1.946, 2.398]"
8908885a05bffff,9.121778802577698,31.3717788025777,8.61639541482635,28.61639541482635,4,1kmN6826E0225,Q2,Pori,Pori,8908885a05bffff,10.0,2.3978952727983707,2.755383387751351,0.08895891149008373,0.09628687847679684,"(1.946, 2.398]"
8908885a077ffff,7.827442074685831,17.0,5.746916305529736,6.0,1,1kmN6827E0225,Q2,Pori,Pori,8908885a077ffff,11.0,2.4849066497880004,11.0,0.9444616088408513,1.8333333333333333,"(2.398, 2.639]"
8908885a0cbffff,13.5,57.5,9.097066365479192,23.469429664711885,1,1kmN6827E0225,Q2,Pori,Pori,8908885a0cbffff,17.0,2.8903717578961645,34.03057033528812,0.8716021845860409,1.4499956250089763,"(2.639, 2.944]"
8908885a123ffff,28.9828172361846,43.18426526474639,33.18190988057746,41.332879536016634,2,1kmN6830E0226,Q4,Pori,Pori,8908885a123ffff,5.0,1.791759469228055,1.8513857287297526,0.04280465810760559,0.04479208198200884,"(1.386, 1.946]"
8908885a127ffff,8.354586389959426,21.937251286353547,8.633793735761493,22.0,2,1kmN6830E0226,Q4,Pori,Pori,8908885a127ffff,3.0,1.3862943611198906,0.06274871364645307,0.002731933274900289,0.002852214256656958,"(-0.001, 1.386]"
8908885a14bffff,14.969022047888409,36.8373591216706,10.40536147380894,36.5,1,1kmN6828E0226,Q4,Pori,Pori,8908885a14bffff,9.0,2.302585092994046,0.3373591216706018,0.00895601811830593,0.009242715662208268,"(1.946, 2.398]"
8908885a177ffff,10.605286503293978,54.0814213501096,9.0,47.0,1,1kmN6830E0226,Q4,Pori,Pori,8908885a177ffff,5.0,1.791759469228055,7.081421350109601,0.13761146781405165,0.15066853936403404,"(1.386, 1.946]"
8908885a18fffff,35.51997643898774,35.51997643898774,35.51997643898774,35.51997643898774,1,1kmN6830E0225,Q4,Pori,Pori,8908885a18fffff,8.0,2.1972245773362196,0.0,0.0,0.0,"(1.946, 2.398]"
8908885a197ffff,13.210347042723608,42.640143388946015,13.153608569424296,42.52899801905372,2,1kmN6830E0225,Q4,Pori,Pori,8908885a197ffff,2.0,1.0986122886681098,0.11114536989229862,0.0025501095531996754,0.0026134020331845956,"(-0.001, 1.386]"
8908885a1b7ffff,11.385967247194037,50.38596724719404,6.9481101888023105,16.94811018880231,1,1kmN6831E0225,Q4,Pori,Pori,8908885a1b7ffff,4.0,1.6094379124341003,33.43785705839173,1.05188029700104,1.9729549009236595,"(1.386, 1.946]"
8908885a283ffff,10.592502730866972,48.20058682808451,8.597428939221484,34.73789639346949,1,1kmN6826E0225,Q2,Pori,Pori,8908885a283ffff,18.0,2.9444389791664403,13.46269043461502,0.31969390143283594,0.38755053795214617,"(2.639, 2.944]"
8908885a287ffff,11.16424209761901,114.87071450424477,10.0,31.75,2,1kmN6826E0225,Q2,Pori,Pori,8908885a287ffff,10.0,2.3978952727983707,83.12071450424477,1.2635720773387038,2.6179752599762134,"(1.946, 2.398]"
8908885a2b3ffff,16.0,38.04812254026892,8.0,10.0,9,1kmN6826E0225,Q2,Pori,Pori,8908885a2b3ffff,7.0,2.0794415416798357,28.04812254026892,1.2668995239773344,2.804812254026892,"(1.946, 2.398]"
8908885a38bffff,11.0,23.23984295573384,6.0,10.0,3,1kmN6828E0226,Q4,Pori,Pori,8908885a38bffff,0.0,0.0,13.239842955733842,0.7901024096579046,1.3239842955733843,"(-0.001, 1.386]"
8908885a40bffff,5.765466026854817,5.765466026854817,5.765466026854817,5.765466026854817,1,1kmN6827E0223,Q1,Pori,Pori,8908885a40bffff,86.0,4.465908118654584,0.0,0.0,0.0,"(4.382, 7.812]"
8908885a413ffff,3972.122506448289,92.89752460326247,6.336289287268755,6.836289287268755,2,1kmN6827E0223,Q1,Pori,Pori,8908885a413ffff,676.0,6.517671272912275,86.06123531599371,2.4834386066914043,12.588881438394633,"(4.382, 7.812]"
8908885a453ffff,14.0,64.0,5.7131398874809705,5.7131398874809705,1,1kmN6826E0223,Q1,Pori,Pori,8908885a453ffff,72.5,4.297285406218791,58.28686011251903,2.270320486860148,10.202246270958856,"(3.807, 4.382]"
8908885a45bffff,36.607906352479915,32.22523166424579,6.804295245989,6.804295245989,2,1kmN6826E0223,Q1,Pori,Pori,8908885a45bffff,56.0,4.04305126783455,25.42093641825679,1.4486353224695447,3.736013135708939,"(3.807, 4.382]"
8908885a473ffff,5.7624367681257445,6.0,5.7624367681257445,6.0,1,1kmN6827E0223,Q1,Pori,Pori,8908885a473ffff,30.0,3.4339872044851463,0.0,0.0,0.0,"(3.178, 3.434]"
8908885a47bffff,14.330858309835325,46.12650991801804,8.394857690455744,16.783632555077933,1,1kmN6827E0224,Q1,Pori,Pori,8908885a47bffff,33.0,3.5263605246161616,29.342877362940104,0.974557171052413,1.7483031320333773,"(3.434, 3.807]"
8908885a493ffff,5.697966828859537,5.697966828859537,5.697966828859537,5.697966828859537,2,1kmN6839E0228,Q3,Pori,Pori,8908885a493ffff,163.0,5.099866427824199,0.0,0.0,0.0,"(4.382, 7.812]"
8908885a4c3ffff,5.742265720335497,5.742265720335497,5.742265720335497,5.742265720335497,1,1kmN6827E0222,Q1,Pori,Pori,8908885a4c3ffff,102.0,4.634728988229636,0.0,0.0,0.0,"(4.382, 7.812]"
8908885a4cfffff,12.0,51.5,6.0,6.0,2,1kmN6827E0223,Q1,Pori,Pori,8908885a4cfffff,106.0,4.672828834461906,45.5,2.014903020542265,7.583333333333333,"(4.382, 7.812]"
8908885a503ffff,14.575871327009754,19.871946933155705,14.575871327009754,17.0,3,1kmN6829E0224,Q1,Pori,Pori,8908885a503ffff,5.0,1.791759469228055,2.871946933155705,0.14803424744536553,0.16893805489151206,"(1.386, 1.946]"
8908885a50fffff,13.586317135794182,34.294052742342714,7.537421614951311,19.0,2,1kmN6829E0224,Q1,Pori,Pori,8908885a50fffff,4.0,1.6094379124341003,15.294052742342714,0.5679821986372922,0.8049501443338271,"(1.386, 1.946]"
8908885a517ffff,7.162599520429033,16.831285585728637,6.017391796943657,6.020530428818018,1,1kmN6830E0224,Q4,Pori,Pori,8908885a517ffff,4.0,1.6094379124341003,10.810755156910618,0.9321157568283236,1.7956482879255278,"(1.386, 1.946]"
8908885a51bffff,5.843960609148804,5.843960609148804,5.843960609148804,5.843960609148804,1,1kmN6829E0224,Q1,Pori,Pori,8908885a51bffff,10.0,2.3978952727983707,0.0,0.0,0.0,"(1.946, 2.398]"
8908885a53bffff,15.406672592063515,80.56418219647054,12.25,46.25,2,1kmN6830E0224,Q4,Pori,Pori,8908885a53bffff,2.0,1.0986122886681098,34.31418219647054,0.5459375679956322,0.7419282637074711,"(-0.001, 1.386]"
8908885a543ffff,43.530393761821415,51.93039376182141,5.769574136651048,5.769574136651048,1,1kmN6828E0224,Q1,Pori,Pori,8908885a543ffff,12.0,2.5649493574615367,46.16081962517036,2.0565395446732806,8.000732555273903,"(2.398, 2.639]"
8908885a56bffff,9.554421814506204,9.554421814506204,5.918825700845955,7.851139974541969,3,1kmN6829E0225,Q4,Pori,Pori,8908885a56bffff,10.0,2.3978952727983707,1.7032818399642355,0.1759986400418283,0.21694707335333224,"(1.946, 2.398]"
8908885a56fffff,16.0,43.44805216661566,9.0,23.0,3,1kmN6829E0225,Q4,Pori,Pori,8908885a56fffff,1.0,0.6931471805599453,20.44805216661566,0.6162673098782587,0.8890457463745939,"(-0.001, 1.386]"
8908885a573ffff,21.445563809811652,41.70072466062399,10.923687222835957,41.70072466062399,2,1kmN6829E0224,Q1,Pori,Pori,8908885a573ffff,7.0,2.0794415416798357,0.0,0.0,0.0,"(1.946, 2.398]"
8908885a577ffff,19.242070159282903,108.01037305224546,14.363105238924351,75.01037305224546,1,1kmN6829E0224,Q1,Pori,Pori,8908885a577ffff,4.0,1.6094379124341003,33.0,0.36057322481581267,0.4399391531757238,"(1.386, 1.946]"
8908885a57bffff,12.424779517524511,56.97345662267159,12.424779517524511,56.97345662267159,1,1kmN6829E0224,Q1,Pori,Pori,8908885a57bffff,13.0,2.6390573296152584,0.0,0.0,0.0,"(2.398, 2.639]"
8908885a583ffff,12.920901326397368,20.500110436351893,5.824029614649493,5.864101328302424,3,1kmN6829E0223,Q1,Pori,Pori,8908885a583ffff,17.0,2.8903717578961645,14.636009108049468,1.14175294733641,2.4958656559037307,"(2.639, 2.944]"
8908885a5a3ffff,9.854401595300049,39.5,9.854401595300049,39.5,1,1kmN6830E0224,Q4,Pori,Pori,8908885a5a3ffff,4.0,1.6094379124341003,0.0,0.0,0.0,"(1.386, 1.946]"
8908885a5a7ffff,27.250658481915572,31.393002291495357,6.845195461902188,26.476480047712982,1,1kmN6830E0224,Q4,Pori,Pori,8908885a5a7ffff,2.0,1.0986122886681098,4.916522243782374,0.16461205308662263,0.18569395308297637,"(-0.001, 1.386]"
8908885a5abffff,7.890157107576097,21.22349044090943,5.69034236647698,5.69034236647698,1,1kmN6830E0224,Q4,Pori,Pori,8908885a5abffff,4.0,1.6094379124341003,15.53314807443245,1.200484808737572,2.7297387527930725,"(1.386, 1.946]"
8908885a5b3ffff,11.430826298513296,39.5,11.385643010966312,39.75,2,1kmN6830E0223,Q4,Pori,Pori,8908885a5b3ffff,7.0,2.0794415416798357,0.25,0.006153865574378248,0.006289308176100629,"(1.946, 2.398]"
8908885a5b7ffff,14.0,67.0,12.0,43.0,1,1kmN6830E0224,Q4,Pori,Pori,8908885a5b7ffff,4.0,1.6094379124341003,24.0,0.43531807125784594,0.5581395348837209,"(1.386, 1.946]"
8908885a62bffff,5.827406196552463,9.0,5.834327434594364,9.03345992848852,1,1kmN6826E0225,Q2,Pori,Pori,8908885a62bffff,16.0,2.833213344056216,0.03345992848852042,0.003340407470402429,0.0037039992155164115,"(2.639, 2.944]"
8908885a62fffff,9.448451276544391,39.247914236384055,7.904969382609003,26.404969382609004,2,1kmN6826E0225,Q2,Pori,Pori,8908885a62fffff,16.0,2.833213344056216,12.842944853775052,0.3843338210294993,0.48638362982665484,"(2.639, 2.944]"
8908885a643ffff,11.5,62.0,8.5,32.0,1,1kmN6825E0224,Q1,Pori,Pori,8908885a643ffff,12.0,2.5649493574615367,30.0,0.6466271649250523,0.9375,"(2.398, 2.639]"
8908885a647ffff,6.0,10.0,6.0,10.0,1,1kmN6827E0225,Q2,Pori,Pori,8908885a647ffff,16.0,2.833213344056216,0.0,0.0,0.0,"(2.639, 2.944]"
8908885a657ffff,14.114195920612577,68.16886182073081,12.25,57.25,2,1kmN6825E0224,Q1,Pori,Pori,8908885a657ffff,12.0,2.5649493574615367,10.918861820730811,0.17180669522041203,0.19072247721800542,"(2.398, 2.639]"
8908885a65bffff,10.000977467311523,41.206890441145795,11.0,51.0,1,1kmN6824E0224,Q4,Pori,Pori,8908885a65bffff,18.0,2.9444389791664403,9.793109558854205,0.20866023027241498,0.1920217560559648,"(2.639, 2.944]"
8908885a673ffff,10.8470745662419,18.853380159321276,7.948497055319927,7.401327570134061,4,1kmN6825E0224,Q1,Pori,Pori,8908885a673ffff,22.0,3.1354942159291497,11.452052589187215,0.8599845403154838,1.5472970869981075,"(2.944, 3.178]"
8908885a6a3ffff,26.264836862364277,79.05028717260838,15.119407298662228,77.47762919464891,1,1kmN6826E0224,Q1,Pori,Pori,8908885a6a3ffff,44.0,3.8066624897703196,1.5726579779594658,0.019841421089576095,0.02029822019990363,"(3.434, 3.807]"
8908885a6a7ffff,17.057327077629573,22.481899563869373,7.354569790018814,17.0,5,1kmN6826E0224,Q1,Pori,Pori,8908885a6a7ffff,46.0,3.8501476017100584,5.481899563869373,0.2658581351486915,0.32246468022761016,"(3.807, 4.382]"
8908885a6c7ffff,29.314472808092468,31.057704252254,9.54047629256478,23.186450933641247,1,1kmN6825E0224,Q1,Pori,Pori,8908885a6c7ffff,13.0,2.6390573296152584,7.871253318612752,0.2817449391682638,0.3394764184109066,"(2.398, 2.639]"
8908885ac4bffff,112.48884950460887,19.25,43.75,19.25,2,1kmN6830E0227,Q4,Pori,Pori,8908885ac4bffff,1.0,0.6931471805599453,0.0,0.0,0.0,"(-0.001, 1.386]"
8908885ac5bffff,16.03380765932077,44.9373990895077,10.497101958294635,40.88651592023566,1,1kmN6828E0224,Q1,Pori,Pori,8908885ac5bffff,1.0,0.6931471805599453,4.050883169272041,0.09231562089152723,0.09907626213920485,"(-0.001, 1.386]"
8908885acd3ffff,16.269435966646142,19.371445740175133,8.5,13.5,4,1kmN6831E0226,Q4,Pori,Pori,8908885acd3ffff,3.0,1.3862943611198906,5.871445740175133,0.33998555228359395,0.4349219066796395,"(-0.001, 1.386]"
8908885acdbffff,6.006628981328603,6.006628981328603,6.015000024751599,6.015000024751599,1,1kmN6831E0226,Q4,Pori,Pori,8908885acdbffff,2.0,1.0986122886681098,0.008371043422995328,0.0011940188139196728,0.0013916946614378487,"(-0.001, 1.386]"
8908885ad07ffff,10.158355580501572,83.97573946547966,15.0,124.0,1,1kmN6834E0228,Q4,Pori,Pori,8908885ad07ffff,0.0,0.0,40.02426053452034,0.3859479396046499,0.32277629463322854,"(-0.001, 1.386]"
8908885b583ffff,31.59982741301192,31.59982741301192,31.13914460280635,31.13914460280635,1,1kmN6824E0224,Q4,Pori,Pori,8908885b583ffff,70.0,4.2626798770413155,0.46068281020556867,0.014232249046959744,0.01479433093239339,"(3.807, 4.382]"
89088879b83ffff,5.8201341961736635,5.8201341961736635,5.684933787664939,5.684933787664939,1,1kmN6839E0227,Q3,Pori,Pori,89088879b83ffff,1.0,0.6931471805599453,0.13520040850872483,0.02002284262781151,0.023782230991340674,"(-0.001, 1.386]"
890888c8007ffff,14.567636761624804,129.5,14.0,77.90417168360554,2,1kmN6838E0209,Q2,Pori,Pori,890888c8007ffff,6.0,1.9459101490553132,51.59582831639446,0.5031391272591499,0.6622986574575503,"(1.386, 1.946]"
890888c850fffff,27.339990904688207,27.339990904688207,7.295759365133021,7.295759365133021,1,1kmN6839E0208,Q2,Pori,Pori,890888c850fffff,1.0,0.6931471805599453,20.044231539555184,1.2285294489519587,2.747381120510644,"(-0.001, 1.386]"
890888c981bffff,8.070032991138344,21.116275909716784,7.142256250597304,12.83137954858393,2,1kmN6836E0214,Q2,Pori,Pori,890888c981bffff,4.0,1.6094379124341003,8.284896361132853,0.46937391282651886,0.6456746392516441,"(1.386, 1.946]"
890888c984fffff,10.308901799962507,41.641299788104135,6.128913504305583,6.5,2,1kmN6827E0219,Q3,Pori,Pori,890888c984fffff,7.0,2.0794415416798357,35.141299788104135,1.737920241686195,5.406353813554483,"(1.946, 2.398]"
890888c9857ffff,15.116695116262004,8.0,21.0,8.0,1,1kmN6835E0214,Q4,Pori,Pori,890888c9857ffff,6.0,1.9459101490553132,0.0,0.0,0.0,"(1.386, 1.946]"
890888c986bffff,63.576314602587416,12.0,63.576314602587416,12.0,1,1kmN6836E0215,Q4,Pori,Pori,890888c986bffff,5.0,1.791759469228055,0.0,0.0,0.0,"(1.386, 1.946]"
890888c9893ffff,9.921615629900854,48.421615629900856,5.843231259801708,5.843231259801708,1,1kmN6836E0213,Q2,Pori,Pori,890888c9893ffff,9.0,2.302585092994046,42.578384370099144,1.977127865359822,7.286787477164484,"(1.946, 2.398]"
890888c9897ffff,7.0,14.0,7.0,14.0,1,1kmN6836E0213,Q2,Pori,Pori,890888c9897ffff,14.0,2.70805020110221,0.0,0.0,0.0,"(2.639, 2.944]"
890888c9a6bffff,9.157433184769692,29.597317489280453,5.79195246784136,7.0,1,1kmN6834E0216,Q4,Pori,Pori,890888c9a6bffff,4.0,1.6094379124341003,22.597317489280453,1.3414707996868036,3.2281882127543504,"(1.386, 1.946]"
890888c9a87ffff,12.0,180.0,12.740485994687962,52.548699681654625,1,1kmN6835E0214,Q4,Pori,Pori,890888c9a87ffff,0.0,0.0,127.45130031834537,1.2179055169889312,2.425393988632608,"(-0.001, 1.386]"
890888c9d83ffff,36.792702666921485,103.87076494521797,13.0,32.30783901163481,2,1kmN6838E0212,Q2,Pori,Pori,890888c9d83ffff,2.0,1.0986122886681098,71.56292593358316,1.1469360070055967,2.2150328874615126,"(-0.001, 1.386]"
890888c9d9bffff,17.3636193983026,5.80141155599524,16.23472957314395,6.0,1,1kmN6838E0212,Q2,Pori,Pori,890888c9d9bffff,2.0,1.0986122886681098,0.19858844400476006,0.028779976651359673,0.03309807400079334,"(-0.001, 1.386]"
890888c9e2bffff,35.43275035921514,10.0,17.0,10.0,1,1kmN6834E0214,Q4,Pori,Pori,890888c9e2bffff,0.0,0.0,0.0,0.0,0.0,"(-0.001, 1.386]"
890888cac93ffff,5.884510439354874,5.884510439354874,5.884510439354874,5.884510439354874,1,1kmN6843E0205,Q1,Pori,Pori,890888cac93ffff,20.0,3.044522437723423,0.0,0.0,0.0,"(2.944, 3.178]"
890888cac9bffff,12.584423975765011,12.09942148430532,6.0,11.509921403646311,1,1kmN6843E0205,Q1,Pori,Pori,890888cac9bffff,21.0,3.091042453358316,0.5895000806590094,0.04604602595161289,0.05121669036525804,"(2.944, 3.178]"
89088909973ffff,5.793211593132775,8.059876547095056,5.688903994929135,7.0,1,1kmN6970E0286,Q2,Vaasa,Kyrönmaa,89088909973ffff,16.0,2.833213344056216,1.0598765470950564,0.12441395213376705,0.15141093529929378,"(2.639, 2.944]"
8908898eb2bffff,5.736138680431849,5.736138680431849,5.720349461057063,5.720349461057063,1,1kmN6999E0253,Q2,Vaasa,Kyrönmaa,8908898eb2bffff,1.0,0.6931471805599453,0.015789219374785723,0.002346708361759431,0.0027601844052142985,"(-0.001, 1.386]"
8908899096fffff,8.409917399282607,45.565775100556294,10.0,49.25,2,1kmN7003E0233,Q2,Vaasa,Vaasa,8908899096fffff,1.0,0.6931471805599453,3.6842248994437057,0.07614471554292068,0.0748065969430194,"(-0.001, 1.386]"
89088992da7ffff,21.267873413800285,40.0,19.0,25.611363547503423,3,1kmN6998E0222,Q4,Vaasa,Vaasa,89088992da7ffff,0.0,0.0,14.388636452496577,0.43223374110707313,0.5618067318363911,"(-0.001, 1.386]"
8908899406bffff,19.07259988923765,180.0,10.638568215355544,56.65770492361625,3,1kmN7004E0232,Q2,Vaasa,Vaasa,8908899406bffff,3.0,1.3862943611198906,123.34229507638375,1.1439731434617633,2.176973021456995,"(-0.001, 1.386]"
8908899407bffff,11.98048979391278,61.93400033411996,13.94593398803428,72.09450491025709,1,1kmN7004E0232,Q2,Vaasa,Vaasa,8908899407bffff,6.0,1.9459101490553132,10.160504576137129,0.14966662818727983,0.14093313476228014,"(1.386, 1.946]"
89088994103ffff,23.625808063322356,23.6595457485914,5.841591392099736,5.841591392099736,1,1kmN7006E0232,Q2,Vaasa,Vaasa,89088994103ffff,9.0,2.302585092994046,17.81795435649166,1.2821437127532562,3.050188409375732,"(1.946, 2.398]"
89088994117ffff,14.189398350305154,32.45504766417042,5.707692802917909,8.650113008738172,4,1kmN7006E0232,Q2,Vaasa,Vaasa,89088994117ffff,9.0,2.302585092994046,23.80493465543225,1.2432330509262384,2.751979613605623,"(1.946, 2.398]"
89088994123ffff,19.43565512242659,180.0,11.759500603271407,43.76468387808714,1,1kmN6819E0220,Q4,Pori,Pori,89088994123ffff,8.0,2.1972245773362196,136.23531612191286,1.397077509014378,3.1129052937161856,"(1.946, 2.398]"
8908899412bffff,16.5,22.237221897079575,12.75,20.014326461145693,4,1kmN7007E0233,Q1,Vaasa,Vaasa,8908899412bffff,12.0,2.5649493574615367,2.222895435933882,0.1005509675678753,0.11106521322359982,"(2.398, 2.639]"
8908899412fffff,16.143119797707065,76.49950022908362,14.75,63.642859268485594,4,1kmN7007E0233,Q1,Vaasa,Vaasa,8908899412fffff,9.0,2.302585092994046,12.856640960598028,0.18139384071420572,0.2020123091321311,"(1.946, 2.398]"
8908899413bffff,23.520587525548883,43.5,14.5189902910879,43.5,1,1kmN7007E0232,Q2,Vaasa,Vaasa,8908899413bffff,7.0,2.0794415416798357,0.0,0.0,0.0,"(1.946, 2.398]"
89088994143ffff,63.90517205847365,49.21828232517284,47.780083690337314,35.74891777602433,1,1kmN7005E0232,Q2,Vaasa,Vaasa,89088994143ffff,5.0,1.791759469228055,13.469364549148509,0.3122703731873844,0.37677684772270187,"(1.386, 1.946]"
