home_gid9,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,user_id,home_grd_id,inc_quar,name,NAME_3,stay_gid9,poi_count,log_poi,pt_tt_diff,log_pt_diff,perc_pt_diff,poi_deciles
89088996dc7ffff,20.199220278243583,28.81733340836537,10.0,11.0,1,1kmN7011E0228,Q3,Vaasa,Vaasa,89088996dc7ffff,6.0,1.9459101490553132,17.81733340836537,0.9101832326247505,1.61975758257867,"(1.386, 1.946]"
89088996dcbffff,28.997482616990915,28.997482616990915,5.950337638929755,5.950337638929755,1,1kmN7011E0228,Q3,Vaasa,Vaasa,89088996dcbffff,5.0,1.791759469228055,23.047144978061162,1.4623232258366652,3.873249952620586,"(1.386, 1.946]"
89088996dd3ffff,10.054357528860809,51.79896640873446,9.5,42.5,4,1kmN7007E0227,Q1,Vaasa,Vaasa,89088996dd3ffff,15.0,2.772588722239781,9.298966408734458,0.19373067683382272,0.21879920961728136,"(2.639, 2.944]"
89088996ddbffff,15.231050340604021,96.62268947761129,12.769352652814566,43.35264258513733,2,1kmN7011E0228,Q3,Vaasa,Vaasa,89088996ddbffff,18.0,2.9444389791664403,53.27004689247396,0.7889376487932305,1.228761240744679,"(2.639, 2.944]"
89088996e0fffff,6.0,7.0,6.0,7.0,1,1kmN7008E0229,Q1,Vaasa,Vaasa,89088996e0fffff,32.0,3.4965075614664802,0.0,0.0,0.0,"(3.434, 3.807]"
89088996e13ffff,5.689145716762187,5.689145716762187,5.689145716762187,5.689145716762187,1,1kmN7008E0229,Q1,Vaasa,Vaasa,89088996e13ffff,62.0,4.143134726391533,0.0,0.0,0.0,"(3.807, 4.382]"
89088996e37ffff,24.09189360021915,28.83840567719825,5.81080457543618,6.0,1,1kmN7009E0229,Q1,Vaasa,Vaasa,89088996e37ffff,14.0,2.70805020110221,22.83840567719825,1.4498861958045486,3.8064009461997084,"(2.639, 2.944]"
89088996e67ffff,9.0,32.0,9.5,32.0,3,1kmN7008E0230,Q1,Vaasa,Vaasa,89088996e67ffff,24.0,3.2188758248682006,0.0,0.0,0.0,"(3.178, 3.434]"
89088996e8bffff,5.7259191458842436,6.0,5.7259191458842436,6.0,4,1kmN7008E0228,Q1,Vaasa,Vaasa,89088996e8bffff,99.0,4.605170185988092,0.0,0.0,0.0,"(4.382, 7.812]"
89088996eafffff,393.95383982577476,64.0,12.0,59.5,2,1kmN7009E0229,Q1,Vaasa,Vaasa,89088996eafffff,14.0,2.70805020110221,4.5,0.07174390485884086,0.07563025210084033,"(2.639, 2.944]"
89088996eb7ffff,12.0,43.0,12.0,43.0,1,1kmN7009E0229,Q1,Vaasa,Vaasa,89088996eb7ffff,16.0,2.833213344056216,0.0,0.0,0.0,"(2.639, 2.944]"
89088996ec7ffff,24.96438699348046,24.96438699348046,5.742892472588872,5.742892472588872,1,1kmN7007E0229,Q1,Vaasa,Vaasa,89088996ec7ffff,145.0,4.983606621708336,19.22149452089159,1.3482368849611444,3.347005818520335,"(4.382, 7.812]"
89088996ecbffff,5.754987717037844,5.754987717037844,5.754987717037844,5.754987717037844,3,1kmN7005E0233,Q2,Vaasa,Vaasa,89088996ecbffff,74.0,4.31748811353631,0.0,0.0,0.0,"(3.807, 4.382]"
89088996ed3ffff,38.31608818818872,9.0,6.0,9.0,1,1kmN7007E0228,Q1,Vaasa,Vaasa,89088996ed3ffff,642.0,6.466144724237619,0.0,0.0,0.0,"(4.382, 7.812]"
8908899758bffff,14.337991011661504,25.15830217079666,14.441683047549938,21.941683047549937,2,1kmN7002E0226,Q4,Vaasa,Vaasa,8908899758bffff,2.0,1.0986122886681098,3.2166191232467227,0.13121114637128217,0.14659855929355878,"(-0.001, 1.386]"
8908899758fffff,15.996222443989835,75.78577865790095,15.178224396729023,71.5339589981049,2,1kmN7002E0226,Q4,Vaasa,Vaasa,8908899758fffff,2.0,1.0986122886681098,4.251819659796055,0.056964597112142634,0.05943777919391678,"(-0.001, 1.386]"
890889975abffff,14.840816826435274,82.05403152714223,10.0,43.0,3,1kmN7002E0226,Q4,Vaasa,Vaasa,890889975abffff,1.0,0.6931471805599453,39.05403152714223,0.6353017443360272,0.9082332913288891,"(-0.001, 1.386]"
89088a2c003ffff,6.205199468542619,6.535763267836117,5.812580194152917,6.212738151615855,3,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c003ffff,17.0,2.8903717578961645,0.3230251162202622,0.043811472699693876,0.05199400141083484,"(2.639, 2.944]"
89088a2c013ffff,5.859086293011426,5.859086293011426,5.89763062258982,5.89763062258982,5,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c013ffff,16.0,2.833213344056216,0.03854432957839382,0.0056037251733902504,0.006535561828975293,"(2.639, 2.944]"
89088a2c017ffff,9.5,20.571822105540026,8.0,16.0,5,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c017ffff,19.0,2.995732273553991,4.571822105540026,0.2381745868401679,0.2857388815962516,"(2.944, 3.178]"
89088a2c087ffff,32.49170688963278,25.879253411493146,13.700338441385476,25.879253411493146,4,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c087ffff,11.0,2.4849066497880004,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2c08bffff,15.532298897364996,15.532298897364996,15.532298897364996,15.532298897364996,1,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c08bffff,14.0,2.70805020110221,0.0,0.0,0.0,"(2.639, 2.944]"
89088a2c0a3ffff,35.482274536640716,35.482274536640716,5.732950382169155,5.732950382169155,1,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c0a3ffff,13.0,2.6390573296152584,29.749324154471562,1.689813073312905,5.189182213576986,"(2.398, 2.639]"
89088a2c0a7ffff,11.0,25.0,9.733739366402665,20.779131221342208,1,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c0a7ffff,31.0,3.4657359027997265,4.220868778657792,0.17714431013951115,0.203130185458502,"(3.434, 3.807]"
89088a2c0abffff,7.707418174738235,17.959425696259075,7.29376901188155,17.233434730034936,4,1kmN6822E0319,Q2,Tampere,Tampere,89088a2c0abffff,19.0,2.995732273553991,0.7259909662241384,0.03904422427981302,0.04212688750657813,"(2.944, 3.178]"
89088a2c0b3ffff,9.5,24.0,7.0,11.0,3,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c0b3ffff,11.0,2.4849066497880004,13.0,0.7339691750802002,1.1818181818181819,"(2.398, 2.639]"
89088a2c113ffff,10.17120187672858,6.0,11.0,6.0,3,1kmN6824E0320,Q1,Tampere,Tampere,89088a2c113ffff,15.0,2.772588722239781,0.0,0.0,0.0,"(2.639, 2.944]"
89088a2c117ffff,11.859176861552928,12.0,11.859176861552928,12.0,4,1kmN6824E0320,Q1,Tampere,Tampere,89088a2c117ffff,22.0,3.1354942159291497,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c11bffff,18.80827239005681,18.80827239005681,5.719302801705107,5.719302801705107,1,1kmN6824E0320,Q1,Tampere,Tampere,89088a2c11bffff,16.0,2.833213344056216,13.088969588351704,1.0811152485186248,2.2885603441820677,"(2.639, 2.944]"
89088a2c137ffff,6.8733831228213775,15.873383122821378,5.939961649827509,5.939961649827509,5,1kmN6825E0321,Q2,Tampere,Tampere,89088a2c137ffff,45.0,3.828641396489095,9.933421472993869,0.8884411686821392,1.672303974097598,"(3.807, 4.382]"
89088a2c157ffff,5.691502382217857,5.691502382217857,5.691502382217857,5.691502382217857,1,1kmN6823E0320,Q2,Tampere,Tampere,89088a2c157ffff,59.0,4.0943445622221,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2c18fffff,5.815514350817769,5.815514350817769,5.815514350817769,5.815514350817769,1,1kmN6824E0320,Q1,Tampere,Tampere,89088a2c18fffff,19.0,2.995732273553991,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c1abffff,9.932878404266438,25.183448880490953,6.712165584123114,6.712165584123114,1,1kmN6825E0320,Q1,Tampere,Tampere,89088a2c1abffff,21.0,3.091042453358316,18.47128329636784,1.222328460979826,2.7519111477314593,"(2.944, 3.178]"
89088a2c1afffff,10.0,33.54357918772764,9.624724415714336,32.0,3,1kmN6825E0320,Q1,Tampere,Tampere,89088a2c1afffff,50.0,3.9318256327243257,1.5435791877276372,0.04571413031096405,0.048236849616488664,"(3.807, 4.382]"
89088a2c1b3ffff,7.248695002340775,7.248695002340775,8.02992936652776,8.02992936652776,3,1kmN6825E0320,Q1,Tampere,Tampere,89088a2c1b3ffff,17.0,2.8903717578961645,0.781234364186985,0.09048953900823298,0.09729031583310181,"(2.639, 2.944]"
89088a2c1b7ffff,8.193430646370617,20.793430646370616,6.0,10.0,1,1kmN6825E0320,Q1,Tampere,Tampere,89088a2c1b7ffff,16.0,2.833213344056216,10.793430646370616,0.6837133050859325,1.0793430646370616,"(2.639, 2.944]"
89088a2c1cfffff,5.667167047532569,5.667167047532569,5.667167047532569,5.667167047532569,1,1kmN6823E0320,Q2,Tampere,Tampere,89088a2c1cfffff,59.0,4.0943445622221,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2c333ffff,5.950436054563399,7.851308163690195,5.950436054563399,7.851308163690195,1,1kmN6823E0322,Q2,Tampere,Tampere,89088a2c333ffff,25.0,3.258096538021482,0.0,0.0,0.0,"(3.178, 3.434]"
89088a2c38fffff,26.59759598192927,26.966361324654308,5.868695373152447,7.0,1,1kmN6822E0321,Q2,Tampere,Tampere,89088a2c38fffff,24.0,3.2188758248682006,19.966361324654308,1.2515608649960406,2.8523373320934726,"(3.178, 3.434]"
89088a2c393ffff,10.248482453826506,24.757051822982387,7.0,12.0,2,1kmN6822E0320,Q2,Tampere,Tampere,89088a2c393ffff,36.0,3.6109179126442243,12.757051822982387,0.683759089359369,1.0630876519151988,"(3.434, 3.807]"
89088a2c3abffff,8.0,28.0,8.0,28.0,1,1kmN6825E0320,Q1,Tampere,Tampere,89088a2c3abffff,20.0,3.044522437723423,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c517ffff,8.36003898908289,15.5,8.36003898908289,15.5,3,1kmN6824E0318,Q1,Tampere,Tampere,89088a2c517ffff,11.0,2.4849066497880004,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2c523ffff,10.972371391381053,39.66666666666667,8.917114174143162,25.0,2,1kmN6824E0319,Q1,Tampere,Tampere,89088a2c523ffff,23.0,3.1780538303479458,14.666666666666671,0.44731221804366506,0.5866666666666669,"(2.944, 3.178]"
89088a2c52bffff,32.240421876217646,5.833494996390448,5.766714382361461,5.892479825350123,2,1kmN6824E0319,Q1,Tampere,Tampere,89088a2c52bffff,27.0,3.332204510175204,0.05898482895967483,0.008594681662895676,0.010010187681239966,"(3.178, 3.434]"
89088a2c547ffff,21.823118639703843,51.50381862539613,10.5,52.12643294489955,1,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c547ffff,30.0,3.4339872044851463,0.6226143195034197,0.011788697286981176,0.011944310867416473,"(3.178, 3.434]"
89088a2c54bffff,16.667487334877002,18.90828609985126,5.699437370758725,5.841142213846734,1,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c54bffff,10.0,2.3978952727983707,13.067143886004526,1.0681813239710698,2.237087098312412,"(1.946, 2.398]"
89088a2c563ffff,12.0,35.0,12.0,35.0,2,1kmN6824E0319,Q1,Tampere,Tampere,89088a2c563ffff,35.0,3.58351893845611,0.0,0.0,0.0,"(3.434, 3.807]"
89088a2c573ffff,17.0,111.0,17.0,111.0,1,1kmN6824E0319,Q1,Tampere,Tampere,89088a2c573ffff,35.0,3.58351893845611,0.0,0.0,0.0,"(3.434, 3.807]"
89088a2c577ffff,11.600006505146363,40.10178238325561,9.419404871937108,28.16940487193711,2,1kmN6824E0319,Q1,Tampere,Tampere,89088a2c577ffff,35.0,3.58351893845611,11.9323775113185,0.3429311059386144,0.42359352515841603,"(3.434, 3.807]"
89088a2c57bffff,8.1750378827613,27.625,6.856046190623811,14.0,2,1kmN6823E0319,Q2,Tampere,Tampere,89088a2c57bffff,33.0,3.5263605246161616,13.625,0.6462302607721937,0.9732142857142857,"(3.434, 3.807]"
89088a2c58fffff,6.0,7.0,6.0,7.0,3,1kmN6824E0318,Q1,Tampere,Tampere,89088a2c58fffff,11.0,2.4849066497880004,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2c5bbffff,7.736396601301307,7.0,7.383713977380312,7.0,1,1kmN6824E0318,Q1,Tampere,Tampere,89088a2c5bbffff,9.0,2.302585092994046,0.0,0.0,0.0,"(1.946, 2.398]"
89088a2c80bffff,6.583208331223549,180.0,7.0,11.0,1,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c80bffff,7.0,2.0794415416798357,169.0,2.7135903814778257,15.363636363636363,"(1.946, 2.398]"
89088a2c81bffff,18.333333333333332,21.0,9.0,21.0,1,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c81bffff,16.0,2.833213344056216,0.0,0.0,0.0,"(2.639, 2.944]"
89088a2c84bffff,13.351491808702177,13.351491808702177,7.844016433981139,7.844016433981139,1,1kmN6825E0324,Q1,Tampere,Tampere,89088a2c84bffff,20.0,3.044522437723423,5.507475374721038,0.4841127743965701,0.7021244054081849,"(2.944, 3.178]"
89088a2c857ffff,18.0,106.0,6.770161433905475,18.752792678804077,1,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c857ffff,21.0,3.091042453358316,87.24720732119593,1.6895339516525847,4.652491435038888,"(2.944, 3.178]"
89088a2c863ffff,13.842154418514587,8.0,13.842154418514587,8.0,1,1kmN6826E0324,Q1,Tampere,Tampere,89088a2c863ffff,20.0,3.044522437723423,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c86bffff,17.550530220255677,74.44607803291093,8.99053362173101,27.55313036948045,4,1kmN6826E0324,Q1,Tampere,Tampere,89088a2c86bffff,45.0,3.828641396489095,46.89294766343048,0.9716516275972107,1.7019099838968574,"(3.807, 4.382]"
89088a2c86fffff,17.5,6.0,6.0,6.0,1,1kmN6826E0324,Q1,Tampere,Tampere,89088a2c86fffff,20.0,3.044522437723423,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c88bffff,12.110622094317623,16.940947027269452,9.32594053835112,6.0454373348384305,4,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c88bffff,12.0,2.5649493574615367,10.895509692431022,0.934705423064601,1.8022698919799842,"(2.398, 2.639]"
89088a2c89bffff,15.275439087634618,48.65693861620623,14.903144568374064,21.0,3,1kmN6826E0322,Q1,Tampere,Tampere,89088a2c89bffff,10.0,2.3978952727983707,27.656938616206233,0.8140956779468351,1.3169970769622015,"(1.946, 2.398]"
89088a2c8c3ffff,9.979986993454066,31.559930631755023,9.979986993454066,31.559930631755023,3,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c8c3ffff,27.0,3.332204510175204,0.0,0.0,0.0,"(3.178, 3.434]"
89088a2c8c7ffff,13.5,8.0,13.5,8.0,1,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c8c7ffff,26.0,3.295836866004329,0.0,0.0,0.0,"(3.178, 3.434]"
89088a2c8d3ffff,14.856001294952566,6.0,5.841195693757587,6.0,3,1kmN6826E0322,Q1,Tampere,Tampere,89088a2c8d3ffff,23.0,3.1780538303479458,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2c8d7ffff,8.0,20.0,8.0,20.0,1,1kmN6826E0323,Q1,Tampere,Tampere,89088a2c8d7ffff,27.0,3.332204510175204,0.0,0.0,0.0,"(3.178, 3.434]"
89088a2ca37ffff,14.221643171233715,56.08473329927337,8.221643171233715,21.000947312204993,2,1kmN6825E0325,Q1,Tampere,Tampere,89088a2ca37ffff,12.0,2.5649493574615367,35.083785987068374,0.9534512010473106,1.6705811154851546,"(2.398, 2.639]"
89088a2ca97ffff,8.385088266163422,16.5,8.385088266163422,16.5,1,1kmN6825E0323,Q1,Tampere,Tampere,89088a2ca97ffff,21.0,3.091042453358316,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2caa3ffff,5.831160453510101,6.0,5.831160453510101,6.0,1,1kmN6825E0324,Q1,Tampere,Tampere,89088a2caa3ffff,47.0,3.871201010907891,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2cab7ffff,16.335553212606825,16.335553212606825,16.335553212606825,16.335553212606825,1,1kmN6826E0324,Q1,Tampere,Tampere,89088a2cab7ffff,47.0,3.871201010907891,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2cc13ffff,24.014191104755056,24.014191104755056,12.0,35.34664254976628,3,1kmN6826E0321,Q3,Tampere,Tampere,89088a2cc13ffff,14.0,2.70805020110221,11.332451445011223,0.37365852718615944,0.3206089921852042,"(2.639, 2.944]"
89088a2cc47ffff,13.881478373499474,13.881478373499474,13.881478373499474,13.881478373499474,1,1kmN6819E0333,Q1,Tampere,Tampere,89088a2cc47ffff,13.0,2.6390573296152584,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2cc6fffff,6.492128793017032,12.0,5.741722988491517,5.887393308196904,3,1kmN6826E0322,Q1,Tampere,Tampere,89088a2cc6fffff,8.5,2.2512917986064953,6.112606691803096,0.6352566737454028,1.0382534972298576,"(1.946, 2.398]"
89088a2cccbffff,13.5,98.0,8.14394577537928,29.06941845213026,4,1kmN6825E0321,Q2,Tampere,Tampere,89088a2cccbffff,43.0,3.784189633918261,68.93058154786974,1.1916111931239532,2.3712404725736222,"(3.434, 3.807]"
89088a2ccd3ffff,10.0,13.0,6.731786786218736,8.34588206251787,1,1kmN6825E0320,Q1,Tampere,Tampere,89088a2ccd3ffff,29.0,3.4011973816621555,4.65411793748213,0.40412150444961403,0.5576544099975012,"(3.178, 3.434]"
89088a2ccdbffff,5.865937689438697,6.0043205109054085,5.865937689438697,6.0043205109054085,1,1kmN6825E0321,Q2,Tampere,Tampere,89088a2ccdbffff,49.0,3.912023005428146,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2ce2fffff,14.771282588680922,119.0,10.173476444552831,35.75,2,1kmN6825E0323,Q1,Tampere,Tampere,89088a2ce2fffff,18.0,2.9444389791664403,83.25,1.1833535171232001,2.3286713286713288,"(2.639, 2.944]"
89088a2ce37ffff,16.0,90.0,16.0,90.0,1,1kmN6825E0323,Q1,Tampere,Tampere,89088a2ce37ffff,50.0,3.9318256327243257,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2ce43ffff,27.22877426422049,41.89932550483546,27.59470430809764,33.36210842727523,2,1kmN6823E0322,Q2,Tampere,Tampere,89088a2ce43ffff,50.0,3.9318256327243257,8.537217077560229,0.22190164523622968,0.25589560972053604,"(3.807, 4.382]"
89088a2ce4fffff,5.7158083896187355,6.0,5.703977598518108,5.981126667649161,3,1kmN6823E0323,Q2,Tampere,Tampere,89088a2ce4fffff,37.0,3.6375861597263857,0.018873332350839434,0.002699831603504066,0.003155481132496641,"(3.434, 3.807]"
89088a2ce5bffff,10.329327368817456,5.772436491756606,5.672565603365197,5.752428031571998,2,1kmN6823E0322,Q2,Tampere,Tampere,89088a2ce5bffff,19.0,2.995732273553991,0.020008460184608445,0.002958768976471182,0.0034782634523704984,"(2.944, 3.178]"
89088a2cea7ffff,15.989406926148396,93.5,10.004325925269649,14.64469472477312,2,1kmN6825E0322,Q3,Tampere,Tampere,89088a2cea7ffff,34.0,3.5553480614894135,78.85530527522688,1.798467970207569,5.384564632940721,"(3.434, 3.807]"
89088a2ceabffff,80.19723632145107,13.0,26.442138606083468,13.0,4,1kmN6825E0322,Q3,Tampere,Tampere,89088a2ceabffff,130.0,4.875197323201151,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2ceb3ffff,13.416813389259096,19.5,6.886079716584268,17.5,1,1kmN6825E0322,Q3,Tampere,Tampere,89088a2ceb3ffff,40.0,3.713572066704308,2.0,0.1026541540600836,0.11428571428571428,"(3.434, 3.807]"
89088a2ceb7ffff,10.0,21.821766717939397,7.6100534044702,18.509371361535734,7,1kmN6825E0324,Q1,Tampere,Tampere,89088a2ceb7ffff,23.0,3.1780538303479458,3.3123953564036626,0.1568198283843607,0.17895774479338292,"(2.944, 3.178]"
89088a2cec3ffff,15.777637055544082,39.72541059905333,10.473972514667365,30.176231797159993,3,1kmN6824E0322,Q2,Tampere,Tampere,89088a2cec3ffff,41.0,3.7376696182833684,9.54917880189334,0.2671962335488516,0.3164470257943887,"(3.434, 3.807]"
89088a2cecfffff,30.633910939002856,66.50763106658209,24.0,98.6213469254035,1,1kmN6824E0322,Q2,Tampere,Tampere,89088a2cecfffff,53.0,3.9889840465642745,32.11371585882141,0.3891358238594256,0.3256264172006493,"(3.807, 4.382]"
89088a2ced7ffff,8.090993617283676,27.66728652674695,5.18198723456735,6.334573053493901,1,1kmN6824E0322,Q2,Tampere,Tampere,89088a2ced7ffff,17.0,2.8903717578961645,21.332713473253047,1.3631574272261116,3.3676639756308067,"(2.639, 2.944]"
89088a2cedbffff,13.510101150796842,180.0,5.98672636029664,7.48672636029664,1,1kmN6823E0322,Q2,Tampere,Tampere,89088a2cedbffff,31.0,3.4657359027997265,172.51327363970336,3.059993693015983,23.042550954522667,"(3.434, 3.807]"
89088a2d13bffff,12.37220386135761,64.68314653357412,12.37220386135761,47.459899656906686,2,1kmN6823E0319,Q2,Tampere,Tampere,89088a2d13bffff,9.0,2.302585092994046,17.22324687666743,0.30410572627555377,0.36290103858576084,"(1.946, 2.398]"
89088a2d163ffff,235.363141389671,107.62115861703766,6.374848800115122,7.430143849686999,2,1kmN6825E0325,Q1,Tampere,Tampere,89088a2d163ffff,2.0,1.0986122886681098,100.19101476735067,2.556052383362595,13.484397717491202,"(-0.001, 1.386]"
89088a2d903ffff,34.261083910111275,180.0,8.364414268229485,62.42099919099953,1,1kmN6823E0325,Q4,Tampere,Tampere,89088a2d903ffff,54.0,4.007333185232471,117.57900080900046,1.0487020071394086,1.8836449645611273,"(3.807, 4.382]"
89088a2d913ffff,13.0,57.0,13.0,57.0,1,1kmN6823E0325,Q4,Tampere,Tampere,89088a2d913ffff,48.0,3.8918202981106265,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2d933ffff,11.309010861435134,27.260799139252807,5.7875828024328255,5.792724217850539,6,1kmN6822E0328,Q1,Tampere,Tampere,89088a2d933ffff,6.0,1.9459101490553132,21.46807492140227,1.425623583567213,3.7060412534826765,"(1.386, 1.946]"
89088a2d93bffff,30.795110944045938,35.09429610138693,11.02179627657631,12.025428989339028,1,1kmN6823E0326,Q2,Tampere,Tampere,89088a2d93bffff,54.0,4.007333185232471,23.068867112047904,1.019231327184599,1.9183404710550682,"(3.807, 4.382]"
89088a2d947ffff,5.68921352578956,8.0,5.68921352578956,8.0,1,1kmN6822E0326,Q1,Tampere,Tampere,89088a2d947ffff,119.0,4.787491742782046,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2d96bffff,5.81008025565066,7.0,5.81008025565066,7.0,1,1kmN6822E0326,Q1,Tampere,Tampere,89088a2d96bffff,322.0,5.777652323222656,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2d96fffff,5.706805642808974,9.0,5.706805642808974,9.0,3,1kmN6826E0324,Q1,Tampere,Tampere,89088a2d96fffff,487.0,6.1903154058531475,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2d977ffff,10.0,11.0,10.0,11.0,1,1kmN6823E0326,Q2,Tampere,Tampere,89088a2d977ffff,81.0,4.406719247264253,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2d983ffff,6.3557795604144385,7.3557795604144385,6.3557795604144385,7.3557795604144385,1,1kmN6823E0325,Q4,Tampere,Tampere,89088a2d983ffff,72.0,4.290459441148391,0.0,0.0,0.0,"(3.807, 4.382]"
89088a2d99bffff,13.473836625514593,46.34200678083919,6.348880875741799,8.5,6,1kmN6822E0325,Q4,Tampere,Tampere,89088a2d99bffff,54.0,4.007333185232471,37.84200678083919,1.6061061953886342,4.452000797745788,"(3.807, 4.382]"
89088a2d9c3ffff,19.361020188177687,39.84741749020633,19.62049629154715,8.120496291547148,1,1kmN6822E0325,Q4,Tampere,Tampere,89088a2d9c3ffff,28.0,3.367295829986474,31.726921198659184,1.499319379435152,3.907017509716078,"(3.178, 3.434]"
89088a2d9d3ffff,12.809448894964598,8.0,5.72674124083149,8.0,3,1kmN6822E0325,Q4,Tampere,Tampere,89088a2d9d3ffff,13.0,2.6390573296152584,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2d9d7ffff,35.042053973687274,84.04768484849942,21.0,84.04768484849942,1,1kmN6822E0325,Q4,Tampere,Tampere,89088a2d9d7ffff,34.0,3.5553480614894135,0.0,0.0,0.0,"(3.434, 3.807]"
89088a2da0fffff,8.069362303580562,14.742768062531965,8.069362303580562,14.742768062531965,4,1kmN6819E0326,Q1,Tampere,Tampere,89088a2da0fffff,22.0,3.1354942159291497,0.0,0.0,0.0,"(2.944, 3.178]"
89088a2da3bffff,35.27849625399648,7.0,8.0,7.36512369905376,3,1kmN6819E0326,Q1,Tampere,Tampere,89088a2da3bffff,28.0,3.367295829986474,0.3651236990537603,0.0446295803428316,0.04957468658682132,"(3.178, 3.434]"
89088a2da57ffff,16.84614276141884,20.37549479479774,12.305025656588459,6.1292486013345275,2,1kmN6818E0326,Q1,Tampere,Tampere,89088a2da57ffff,37.0,3.6375861597263857,14.246246193463211,1.0980393194838542,2.3243054932314804,"(3.434, 3.807]"
89088a2da6fffff,17.0,84.0,17.0,84.0,1,1kmN6818E0326,Q1,Tampere,Tampere,89088a2da6fffff,13.0,2.6390573296152584,0.0,0.0,0.0,"(2.398, 2.639]"
89088a2da73ffff,14.68830656121131,38.0,9.0,24.0,3,1kmN6818E0326,Q1,Tampere,Tampere,89088a2da73ffff,14.0,2.70805020110221,14.0,0.44468582126144574,0.5833333333333334,"(2.639, 2.944]"
89088a2db2fffff,5.731177523916298,5.731177523916298,5.731177523916298,5.731177523916298,1,1kmN6821E0327,Q1,Tampere,Tampere,89088a2db2fffff,253.0,5.537334267018537,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2dba3ffff,6.0,7.0,5.917235318577288,6.667235318577288,2,1kmN6822E0326,Q1,Tampere,Tampere,89088a2dba3ffff,207.0,5.337538079701318,0.3327646814227121,0.04248544518105968,0.04991044496292359,"(4.382, 7.812]"
89088a2dba7ffff,5.754334501204038,5.754334501204038,5.754334501204038,5.754334501204038,2,1kmN6822E0326,Q1,Tampere,Tampere,89088a2dba7ffff,528.0,6.270988431858299,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2dbafffff,5.752649732075364,5.752649732075364,5.752649732075364,5.752649732075364,1,1kmN6822E0325,Q4,Tampere,Tampere,89088a2dbafffff,426.0,6.056784013228625,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2dbb7ffff,5.707563372193679,5.707563372193679,5.707563372193679,5.707563372193679,1,1kmN6822E0326,Q1,Tampere,Tampere,89088a2dbb7ffff,237.0,5.472270673671475,0.0,0.0,0.0,"(4.382, 7.812]"
89088a2dc4bffff,25.215328937730472,33.94046362565862,5.888498209025151,5.888498209025151,1,1kmN6684E0375,Q4,Espoo,Helsinki,89088a2dc4bffff,25.0,3.258096538021482,28.05196541663347,1.6237924793048695,4.763857340338312,"(3.178, 3.434]"
89088a2dd17ffff,34.56376917004521,38.72279001359628,10.02068177493144,13.102895548643698,4,1kmN6823E0323,Q2,Tampere,Tampere,89088a2dd17ffff,14.0,2.70805020110221,25.619894464952583,1.0355449443833824,1.9552849497914635,"(2.639, 2.944]"
89088a2dd23ffff,19.42453310005074,19.42453310005074,6.549572092989369,6.549572092989369,1,1kmN6823E0324,Q4,Tampere,Tampere,89088a2dd23ffff,51.0,3.9512437185814275,12.874961007061373,0.9952458960166335,1.9657713243347106,"(3.807, 4.382]"
