grd_id,n_users,popu,city,region,mean_qk,mean_qk_nw,log_poi,mean_qk_null
1kmN7208E0428,12,1945.0,Oulu,Oulu,0.4194444444444444,0.5006313131313131,2.2065869450926505,0.4910735790237522
1kmN7208E0429,10,2466.0,Oulu,Oulu,0.6829166666666666,0.6521062271062271,2.4269197907327276,0.5786537937788272
1kmN7208E0430,13,3601.0,Oulu,Oulu,0.726068376068376,0.6686076375731548,1.73761159572102,0.5077718629925508
1kmN7208E0431,7,937.0,Oulu,Oulu,0.8404095904095905,0.8354978354978355,1.0941877368431865,0.2982064044084842
1kmN7208E0432,8,1135.0,Oulu,Oulu,0.5647865067079463,0.6732638888888889,1.2155858613000152,0.4606925081057642
1kmN7208E0434,6,788.0,Oulu,Oulu,0.8703703703703703,0.8928571428571428,0.2368396703102452,0.5371615936348536
1kmN7209E0426,6,331.0,Oulu,Oulu,0.7837962962962962,0.8202020202020202,0.0431116140029704,0.5
1kmN7209E0427,13,6230.0,Oulu,Oulu,0.6346153846153846,0.6461538461538462,10.53519076934438,0.5431840464198244
1kmN7209E0428,11,3760.0,Oulu,Oulu,0.4885614385614385,0.6647727272727273,5.182790404085251,0.5705896181157812
1kmN7209E0429,13,923.0,Oulu,Oulu,0.5479853479853479,0.6494505494505495,2.552317223605578,0.5756699159454289
1kmN7209E0430,9,1784.0,Oulu,Oulu,0.6943257359924027,0.7540123456790124,2.013955056408377,0.6140311215427573
1kmN7209E0431,13,1408.0,Oulu,Oulu,0.7426035502958579,0.7263537744306975,1.7229132087685817,0.34121897393188
1kmN7209E0432,7,583.0,Oulu,Oulu,0.8438775510204082,0.8214285714285714,0.48150009249929,0.4090727022821511
1kmN7209E0433,12,1812.0,Oulu,Oulu,0.7832611832611832,0.8962121212121211,0.8543776105127909,0.6883182909834976
1kmN7209E0434,10,2297.0,Oulu,Oulu,0.6628174603174604,0.7404857142857143,0.907869826460418,0.4674617173990137
1kmN7210E0427,10,6308.0,Oulu,Oulu,0.5268398268398269,0.6841269841269841,44.98111900161511,0.5160044983942966
1kmN7210E0428,14,6352.0,Oulu,Oulu,0.6538461538461539,0.7341269841269842,42.115560429114495,0.6723133657829454
1kmN7210E0429,10,852.0,Oulu,Oulu,0.5771969696969697,0.7537445887445887,3.84503559746424,0.5019406711022331
1kmN7210E0430,14,2284.0,Oulu,Oulu,0.7293899165017177,0.8376772037486323,4.4328272721023705,0.4239257607843761
1kmN7210E0431,9,1187.0,Oulu,Oulu,0.6165445665445666,0.7314814814814814,1.5103658350578857,0.3943785176339293
1kmN7210E0432,9,790.0,Oulu,Oulu,0.6576923076923077,0.712,1.024231970599428,0.3771023136987905
1kmN7210E0433,6,863.0,Oulu,Oulu,0.8047619047619047,0.869047619047619,0.4401715781786677,
1kmN7211E0426,6,46.0,Oulu,Oulu,0.7713675213675213,0.875,0.4749760218473376,0.3886359346063293
1kmN7211E0427,13,1161.0,Oulu,Oulu,0.4779970029970029,0.6947496947496947,4.949850205319894,0.603817965793116
1kmN7211E0428,10,3471.0,Oulu,Oulu,0.6488095238095238,0.705,7.187183756576652,0.4889304254741335
1kmN7211E0429,14,3496.0,Oulu,Oulu,0.7119963369963369,0.6629251700680273,3.9127784421415335,0.4276761011404283
1kmN7211E0430,8,1334.0,Oulu,Oulu,0.6711504811898512,0.7977678571428571,2.47135742892859,0.3270764407965252
1kmN7211E0431,14,2237.0,Oulu,Oulu,0.7529740921045269,0.8688365158953395,2.3975062693864886,0.3357624702032756
1kmN7211E0432,7,1095.0,Oulu,Oulu,0.5597243751869679,0.6224153027547653,0.8451961766503351,0.5329386053540502
1kmN7212E0425,8,244.0,Oulu,Oulu,0.85,0.875,1.7337653450061945,0.2202659426343637
1kmN7212E0426,10,1742.0,Oulu,Oulu,0.5589069264069264,0.598037323037323,1.7189256063682734,0.4244479627297562
1kmN7212E0427,12,4887.0,Oulu,Oulu,0.583994708994709,0.6875,6.504613577479471,0.764601000420038
1kmN7212E0428,12,4604.0,Oulu,Oulu,0.6180555555555556,0.8296296296296296,3.8532470185933,0.3068547626465431
1kmN7212E0429,7,839.0,Oulu,Oulu,0.7668650793650793,0.775,0.5923901797460026,0.2685335873675745
1kmN7212E0430,11,1292.0,Oulu,Oulu,0.7143065268065268,0.9396485867074102,1.5381847755343296,0.4299356259783982
1kmN7212E0431,12,1670.0,Oulu,Oulu,0.6912698412698411,0.7923474945533769,2.11517296688834,0.4422382437034465
1kmN7212E0432,11,2046.0,Oulu,Oulu,0.8198137216319034,0.7777777777777778,0.673809830454852,0.5115445556901783
1kmN7213E0425,8,850.0,Oulu,Oulu,0.6214285714285714,0.65640664160401,0.6940243632750879,0.2102264491372475
1kmN7213E0426,11,3789.0,Oulu,Oulu,0.654978354978355,0.6740981240981241,3.230468740757407,0.6796549681894636
1kmN7213E0427,13,2494.0,Oulu,Oulu,0.469551282051282,0.5855089355089356,3.0825973964448856,0.5272761840722788
1kmN7213E0428,11,1675.0,Oulu,Oulu,0.4703463203463203,0.7628316659417138,1.34506252296703,0.5182038210250588
1kmN7213E0429,12,1247.0,Oulu,Oulu,0.8513888888888889,0.8791666666666668,0.9868261189454572,0.3405919912202381
1kmN7213E0431,6,264.0,Oulu,Oulu,0.8133333333333334,0.8066666666666666,1.349345765505138,0.4269183225194812
1kmN7213E0432,7,1037.0,Oulu,Oulu,0.6019230769230769,0.7792207792207793,0.9087989142743038,0.9061928583750216
1kmN7213E0433,9,1149.0,Oulu,Oulu,0.9787654320987654,0.9907407407407408,0.4736219664779385,0.6934910668350636
1kmN7213E0434,8,1264.0,Oulu,Oulu,0.6877232142857143,0.7708333333333333,0.645213195234456,0.6506208124703357
1kmN7214E0426,12,3795.0,Oulu,Oulu,0.681224773616078,0.720245937637242,2.751114627280584,0.4283310990727223
1kmN7214E0427,11,1912.0,Oulu,Oulu,0.6108058608058609,0.6505050505050505,0.949857970011734,0.5732970479738183
1kmN7214E0428,12,2073.0,Oulu,Oulu,0.8368558776167472,0.8835702341137125,1.418254197374734,0.7515554243876821
1kmN7214E0429,6,707.0,Oulu,Oulu,0.6453703703703704,0.7280701754385964,0.405623179526191,0.8409397468749004
1kmN7214E0431,8,48.0,Oulu,Oulu,0.7249327956989248,0.7781565656565657,0.9376915329362256,
1kmN7214E0433,9,953.0,Oulu,Oulu,0.7934102934102935,0.9061728395061728,1.72731187446107,0.6256865650308712
1kmN7214E0434,9,1178.0,Oulu,Oulu,0.8109347442680775,0.8968253968253967,0.8968414711381077,0.5505824630136635
1kmN7215E0426,8,758.0,Oulu,Oulu,0.7703373015873016,0.7566287878787878,1.029027490936846,0.5352285295219112
1kmN7215E0427,10,1491.0,Oulu,Oulu,0.7798461538461539,0.8655641025641027,2.7612758019098607,0.6844459765569645
1kmN7215E0428,11,1594.0,Oulu,Oulu,0.5339826839826839,0.7013380558835105,1.2306855766590457,0.4330356301441991
1kmN7216E0425,10,2167.0,Oulu,Oulu,0.7833333333333333,0.8,2.108348101516679,0.3822471471841021
1kmN7216E0426,7,656.0,Oulu,Oulu,0.707936507936508,0.7238095238095238,1.7829085230296786,0.4212544706359846
1kmN7216E0428,7,2725.0,Oulu,Oulu,0.5793650793650793,0.6749999999999999,2.2370611488011876,0.518042842462039
1kmN7216E0429,9,1520.0,Oulu,Oulu,0.6176390676390677,0.6771914771914772,1.0864705550874434,0.4900864924614762
1kmN7217E0424,10,815.0,Oulu,Oulu,0.5522222222222222,0.7671052631578947,0.456492612721239,0.467906507506193
1kmN7217E0425,10,1876.0,Oulu,Oulu,0.5716666666666667,0.7127777777777778,0.6630305980688658,0.6191350921941063
1kmN7217E0426,6,271.0,Oulu,Oulu,0.5977633477633478,0.6759259259259259,2.9130451777374184,0.4180694120483686
1kmN7217E0427,9,2350.0,Oulu,Oulu,0.8484848484848485,0.9444444444444444,1.3900607735172588,0.616676972007742
1kmN7217E0428,7,765.0,Oulu,Oulu,0.5583333333333333,0.6257575757575757,1.0732829640228978,0.1071428571428571
1kmN7217E0429,8,872.0,Oulu,Oulu,0.5053571428571428,0.6949404761904762,0.8847501073799343,0.4660872099463193
1kmN7217E0430,10,1526.0,Oulu,Oulu,0.8108080808080809,0.8333333333333334,0.6678417111907847,0.4587711834718245
1kmN7218E0424,8,1235.0,Oulu,Oulu,0.7497474747474747,0.8382352941176471,1.1267092503210363,0.4664111574215429
1kmN7218E0425,12,1327.0,Oulu,Oulu,0.7974747474747476,0.8191919191919191,1.5447298390898538,0.5606031206898011
1kmN7218E0427,13,2533.0,Oulu,Oulu,0.8384615384615385,0.9615384615384616,2.186855228508084,0.3855853581803634
1kmN7218E0438,10,1175.0,Oulu,Oulu,0.7682539682539682,0.7904761904761904,0.6544161934023806,0.7453833015120659
1kmN7218E0439,8,1124.0,Oulu,Oulu,0.7229166666666667,0.6666666666666666,0.5745893386361212,0.5796978833488601
1kmN7219E0425,7,993.0,Oulu,Oulu,0.7854215234480889,0.7615221154774907,1.1162582221320212,0.8556860984727114
1kmN7219E0426,7,867.0,Oulu,Oulu,0.5079365079365079,0.5799319727891156,0.5125579997712464,0.5411735697276606
1kmN7219E0427,10,1477.0,Oulu,Oulu,0.6783709273182957,0.8037012987012988,0.7726407489892473,0.6060946495107735
1kmN7219E0438,10,850.0,Oulu,Oulu,0.6723378607809847,0.6757876588021778,1.5561914446910012,0.9229901390380714
1kmN7220E0425,10,1041.0,Oulu,Oulu,0.8256493506493505,0.8458646616541353,0.9629855883375792,0.6074976512976843
1kmN7222E0421,11,994.0,Oulu,Oulu,0.7716035957662751,0.9247524201624568,0.9722354030529676,0.8713109417352545
