user_id,visit_freq,home_dist,work_dist,CIVIC_RELIGION,CULTURE,DINING,EDUCATION,FITNESS,GROCERIES,HEALTHCARE,PARK,RETAIL,SERVICE,TOURISM,TRANSPORT
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,1,200225.4638,210661.2772,0,0,0,0,0,0,0,0,0,0,0,0
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,3,1660.405558,272.8586743,6,6,99,14,15,8,28,0,49,143,9,24
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,4,42.83109976,1453.216558,0,0,2,1,2,2,0,0,0,5,1,3
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,1,63411.40171,63820.70916,0,2,2,0,1,0,0,0,1,0,3,3
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,2,46.87950665,10430.4256,2,0,11,6,3,0,2,0,4,6,2,2
bace7217-84b3-4fe2-aa5e-c2a27dfdd8a6,1,8488.83934,2272.380618,2,34,184,36,43,24,47,1,65,151,36,14
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,1,36.64914844,,8,9,37,38,23,5,16,0,23,59,8,15
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,3,250047.8552,12.77736022,0,0,0,0,0,0,0,0,0,0,0,0
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,3,136017.14,122850.2601,0,0,0,0,0,0,0,0,0,0,0,0
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,5,39.89416605,250031.2588,4,8,23,13,6,10,1,0,22,33,3,7
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,11,16.532594,,3,2,6,19,9,1,2,0,15,23,0,2
ca4bb01c-fb8f-47ae-984f-2d6b0305b339,1,2763.907914,252198.8028,1,1,19,2,1,0,1,0,1,8,4,7
cd7275aa-0832-4a7c-aed4-da59922ad1bd,1,2027.749924,132710.1227,0,1,6,7,1,1,3,0,2,4,0,2
