home_gid9,car_tt_kfreq,pt_tt_kfreq,car_tt_kdist,pt_tt_kdist,poi_count,log_poi,pt_tt_diff,log_pt_diff,perc_pt_diff
8908885a65bffff,10.000977467311523,41.206890441145795,11.0,51.0,18.0,2.9444389791664403,9.793109558854203,0.2086602302724149,0.1920217560559648
8908885a673ffff,10.8470745662419,18.853380159321276,7.948497055319927,7.401327570134061,22.0,3.1354942159291497,11.452052589187216,0.8599845403154838,1.5472970869981075
8908885a6a3ffff,26.264836862364277,79.05028717260838,15.119407298662228,77.47762919464891,44.0,3.80666248977032,1.5726579779594658,0.019841421089576,0.0202982201999036
8908885a6a7ffff,17.057327077629573,22.481899563869373,7.354569790018814,17.0,46.0,3.8501476017100584,5.481899563869373,0.2658581351486915,0.3224646802276101
8908885a6c7ffff,29.314472808092468,31.057704252254,9.54047629256478,23.186450933641247,13.0,2.6390573296152584,7.871253318612752,0.2817449391682638,0.3394764184109066
8908885ac4bffff,112.48884950460888,19.25,43.75,19.25,1.0,0.6931471805599453,0.0,0.0,0.0
8908885ac5bffff,16.03380765932077,44.9373990895077,10.497101958294635,40.88651592023566,1.0,0.6931471805599453,4.050883169272041,0.0923156208915272,0.0990762621392048
8908885acd3ffff,16.269435966646142,19.371445740175133,8.5,13.5,3.0,1.3862943611198906,5.871445740175133,0.3399855522835939,0.4349219066796395
8908885acdbffff,6.006628981328603,6.006628981328603,6.015000024751599,6.015000024751599,2.0,1.0986122886681098,0.0083710434229953,0.0011940188139196,0.0013916946614378
8908885ad07ffff,10.158355580501572,83.97573946547966,15.0,124.0,0.0,0.0,40.02426053452034,0.3859479396046499,0.3227762946332285
8908885b583ffff,31.59982741301192,31.59982741301192,31.13914460280635,31.13914460280635,70.0,4.2626798770413155,0.4606828102055686,0.0142322490469597,0.0147943309323933
89088879b83ffff,5.8201341961736635,5.8201341961736635,5.684933787664939,5.684933787664939,1.0,0.6931471805599453,0.1352004085087248,0.0200228426278115,0.0237822309913406
890888c8007ffff,14.567636761624804,129.5,14.0,77.90417168360554,6.0,1.9459101490553132,51.59582831639446,0.5031391272591499,0.6622986574575503
890888c850fffff,27.339990904688207,27.339990904688207,7.295759365133021,7.295759365133021,1.0,0.6931471805599453,20.044231539555184,1.2285294489519587,2.747381120510644
890888c981bffff,8.070032991138344,21.116275909716784,7.142256250597304,12.83137954858393,4.0,1.6094379124341005,8.284896361132853,0.4693739128265188,0.6456746392516441
890888c984fffff,10.308901799962507,41.641299788104135,6.128913504305583,6.5,7.0,2.0794415416798357,35.141299788104135,1.737920241686195,5.406353813554483
890888c9857ffff,15.116695116262004,8.0,21.0,8.0,6.0,1.9459101490553132,0.0,0.0,0.0
890888c986bffff,63.576314602587416,12.0,63.576314602587416,12.0,5.0,1.791759469228055,0.0,0.0,0.0
890888c9893ffff,9.921615629900854,48.421615629900856,5.843231259801708,5.843231259801708,9.0,2.302585092994046,42.578384370099144,1.977127865359822,7.286787477164484
890888c9897ffff,7.0,14.0,7.0,14.0,14.0,2.70805020110221,0.0,0.0,0.0
890888c9a6bffff,9.157433184769692,29.597317489280453,5.79195246784136,7.0,4.0,1.6094379124341005,22.597317489280453,1.3414707996868036,3.2281882127543504
890888c9a87ffff,12.0,180.0,12.740485994687962,52.548699681654625,0.0,0.0,127.45130031834536,1.2179055169889312,2.425393988632608
890888c9d83ffff,36.792702666921485,103.87076494521796,13.0,32.30783901163481,2.0,1.0986122886681098,71.56292593358316,1.1469360070055967,2.2150328874615126
890888c9d9bffff,17.3636193983026,5.80141155599524,16.23472957314395,6.0,2.0,1.0986122886681098,0.19858844400476,0.0287799766513596,0.0330980740007933
